CODE;ENGLISH;;;;;;;;;;;x
sponsor_terror_title;종교 극단주의 육성;;;;;;;;;;;x
sponsor_terror_desc;우리가 $COUNTRY$의 진정한 빛을 보았음에도, 우리 형제들 중 소위 "세속적인" 국가들은 우리를 종교 극단주의자라고 비난합니다. 그들은 명백히 이단들에게 세뇌당한 상태입니다. 다행히도 몇몇이 우리의 대의에 공감하고 있어 여러 목표를 달성할 수 있습니다. 이 "자유" 국가들의 퇴폐적인 기반구조를 약화시키고, 그들이 살아온 세계의 실체를 보여줍시다.;;;;;;;;;;;x
define_freedom_fighters_title;테러범 '자유 투사'로 정의;;;;;;;;;;;x
define_terrorists_title;테러범 '범법자'로 정의;;;;;;;;;;;x
define_freedom_fighters_desc;테러범은 민간인들의 두려움을 이용해서 간접적으로 자신들의 대의를 이룩하려 하는 개인입니다. "자유 투사"는 일부 시민들을 대신하여 군사나 정부에 직접적으로 반대하는 행동을 하는 개인입니다.;;;;;;;;;;;x
define_terrorists_desc;테러범은 민간인들의 두려움을 이용해서 간접적으로 자신들의 대의를 이룩하려 하는 개인입니다. "자유 투사"는 일부 시민들을 대신하여 군사나 정부에 직접적으로 반대하는 행동을 하는 개인입니다.;;;;;;;;;;;x
freedom_fighters_definition;'자유 투사' 테러범;;;;;;;;;;;x
terrorists_definition;'범법자' 테러범;;;;;;;;;;;x
regional_anti_terror;대테러작전에 관한 지역 조력자와의 협력;;;;;;;;;;;x
regional_anti_terror_coop_title;대테러작전에 관해 지역 조력자와 협력;;;;;;;;;;;x
regional_anti_terror_coop_desc;현재 인접국들과 좋은 관계를 유지하고 있습니다. 그러므로 $COUNTRY$과(와) 나머지 지역의 안보를 총체적으로 강화하기 위한 목적으로 대테러활동에 대한 지역적 협력에 참여할 수 있습니다.;;;;;;;;;;;x
recent_terrorist_attack;최근 테러 공격;;;;;;;;;;;x
terrorist_chaos;최근 테러 공격으로 인한 혼란;;;;;;;;;;;x
leave_interpol_title;국제형사경찰기구 탈퇴;;;;;;;;;;;x
