CODE;ENGLISH;;;;;;;;;;;x
AGRESSION_WAR_RESTORE_ORDER_NAME_CHI_KMT;$ORDER$惫傍 郴傈;;;;;;;;;;;x
NORMAL_WAR_RESTORE_ORDER_NAME_CHI_KMT;$ORDER$惫傍 郴傈;;;;;;;;;;;x
AGRESSION_WAR_RESTORE_ORDER_NAME_KMT_CHI;$ORDER$惫傍 郴傈;;;;;;;;;;;x
NORMAL_WAR_RESTORE_ORDER_NAME_KMT_CHI;$ORDER$惫傍 郴傈;;;;;;;;;;;x
AGRESSION_WAR_TAKE_PUPPET_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 傈里;;;;;;;;;;;x
NORMAL_WAR_TAKE_PUPPET_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 傈里;;;;;;;;;;;x
AGRESSION_WAR_ASSERT_HEGEMONY_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 傈里;;;;;;;;;;;x
NORMAL_WAR_ASSERT_HEGEMONY_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 傈里;;;;;;;;;;;x
AGRESSION_WAR_DISARM_WMD_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 傈里;;;;;;;;;;;x
NORMAL_WAR_DISARM_WMD_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 傈里;;;;;;;;;;;x
AGRESSION_WAR_NAME_REPARATIONS;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 傈里;;;;;;;;;;;x
NORMAL_WAR_NAME_REPARATIONS;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 傈里;;;;;;;;;;;x
AGRESSION_WAR_DISMANTLE_FORTS_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 傈里;;;;;;;;;;;x
NORMAL_WAR_DISMANTLE_FORTS_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 傈里;;;;;;;;;;;x
NORMAL_WAR_COLONIAL_FRA_DAI;$ORDER$牢档瞒捞唱 傈里;;;;;;;;;;;x
AGRESSION_WAR_COLONIAL_NAME_FRA_DAI;$ORDER$牢档瞒捞唱 傈里;;;;;;;;;;;x
AGRESSION_CIVIL_WAR_NAME_SKO_NKO;$ORDER$茄惫 傈里;;;;;;;;;;;x
AGRESSION_CIVIL_WAR_NAME_NKO_SKO;$ORDER$茄惫 傈里;;;;;;;;;;;x
AGRESSION_WAR_CONQUEST_NAME_SKO_NKO;$ORDER$茄惫 傈里;;;;;;;;;;;x
AGRESSION_WAR_CONQUEST_NAME_NKO_SKO;$ORDER$茄惫 傈里;;;;;;;;;;;x
NORMAL_WAR_CONQUEST_NAME_SKO_NKO;$ORDER$茄惫 傈里;;;;;;;;;;;x
NORMAL_WAR_CONQUEST_NAME_NKO_SKO;$ORDER$茄惫 傈里;;;;;;;;;;;x
NORMAL_CIVIL_WAR_NAME_SKO_NKO;$ORDER$茄惫 傈里;;;;;;;;;;;x
NORMAL_CIVIL_WAR_NAME_NKO_SKO;$ORDER$茄惫 傈里;;;;;;;;;;;x
AGRESSION_CIVIL_WAR_NAME;$ORDER$$FIRST_COUNTRY$ 郴傈;;;;;;;;;;;x
AGRESSION_CIVIL_WAR_NAME_QNG_TPG;$ORDER$怕乞玫惫狼 抄;;;;;;;;;;;x
AGRESSION_CUT_DOWN_TO_SIZE_WAR_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 傈里;;;;;;;;;;;x
AGRESSION_CUT_DOWN_TO_SIZE_WAR_NAME_RUS_TUR;$ORDER$农覆傈里;;;;;;;;;;;x
AGRESSION_UNIFICATION_HUMILIATE_NAME;$FIRST_COUNTRY$-$SECOND_COUNTRY$ 屈力傈里;;;;;;;;;;;x
AGRESSION_WAR_ADD_SPHERE_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 傈里;;;;;;;;;;;x
AGRESSION_WAR_ALL_CORES_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 傈里;;;;;;;;;;;x
