CODE;ENGLISH;;;;;;;;;;;x
gtfo_off_title;'속국 해방' 결정 숨김;;;;;;;;;;;x
gtfo_off_desc;결정 목록에서 숨깁니다!;;;;;;;;;;;x
gtfo_on_title;'속국 해방' 표시;;;;;;;;;;;x
gtfo_on_desc;속국을 해방할 수 있게 해주며, 결정 목록을 흐트러뜨리는 것을 원하지 않는다면 숨길 수 있습니다.;;;;;;;;;;;x
gtfo_AAB_title;앤티가바부다 독립 수락;;;;;;;;;;;x
gtfo_AAB_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_ABK_title;압하지야 독립 수락;;;;;;;;;;;x
gtfo_ABK_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_ABZ_title;암바조니아 독립 수락;;;;;;;;;;;x
gtfo_ABZ_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_ADJ_title;아자리야 독립 수락;;;;;;;;;;;x
gtfo_ADJ_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_ADL_title;안달루시아 독립 수락;;;;;;;;;;;x
gtfo_ADL_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_AFG_title;아프가니스탄 독립 수락;;;;;;;;;;;x
gtfo_AFG_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_ALA_title;올란드 독립 수락;;;;;;;;;;;x
gtfo_ALA_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_ALB_title;알바니아 독립 수락;;;;;;;;;;;x
gtfo_ALB_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_ALG_title;알제리 독립 수락;;;;;;;;;;;x
gtfo_ALG_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_ALT_title;알타이 독립 수락;;;;;;;;;;;x
gtfo_ALT_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_ANG_title;앙골라 독립 수락;;;;;;;;;;;x
gtfo_ANG_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_AOS_title;아오스타 독립 수락;;;;;;;;;;;x
gtfo_AOS_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_ARG_title;아르헨티나 독립 수락;;;;;;;;;;;x
gtfo_ARG_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_ARM_title;아르메니아 독립 수락;;;;;;;;;;;x
gtfo_ARM_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_ARU_title;아루바 독립 수락;;;;;;;;;;;x
gtfo_ARU_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_ASM_title;아삼 독립 수락;;;;;;;;;;;x
gtfo_ASM_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_AST_title;오스트레일리아 독립 수락;;;;;;;;;;;x
gtfo_AST_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_ATJ_title;아체 독립 수락;;;;;;;;;;;x
gtfo_ATJ_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_ATL_title;아틀란티코 독립 수락;;;;;;;;;;;x
gtfo_ATL_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_AUS_title;오스트리아 독립 수락;;;;;;;;;;;x
gtfo_AUS_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_AZA_title;아자와드 독립 수락;;;;;;;;;;;x
gtfo_AZA_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_AZB_title;아제르바이잔 독립 수락;;;;;;;;;;;x
gtfo_AZB_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_AZK_title;부족 지역 독립 수락;;;;;;;;;;;x
gtfo_AZK_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_AZO_title;아조레스 독립 수락;;;;;;;;;;;x
gtfo_AZO_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_BAH_title;바하마 독립 수락;;;;;;;;;;;x
gtfo_BAH_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_BAK_title;바슈코르토스탄 독립 수락;;;;;;;;;;;x
gtfo_BAK_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_BAR_title;바베이도스 독립 수락;;;;;;;;;;;x
gtfo_BAR_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_BAV_title;바이에른 독립 수락;;;;;;;;;;;x
gtfo_BAV_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_BEL_title;벨기에 독립 수락;;;;;;;;;;;x
gtfo_BEL_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_BEN_title;베냉 독립 수락;;;;;;;;;;;x
gtfo_BEN_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_BER_title;베로다 독립 수락;;;;;;;;;;;x
gtfo_BER_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_BEU_title;버뮤다 독립 수락;;;;;;;;;;;x
gtfo_BEU_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_BHR_title;바레인 독립 수락;;;;;;;;;;;x
gtfo_BHR_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_BHU_title;부탄 독립 수락;;;;;;;;;;;x
gtfo_BHU_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_BIF_title;비아프라 독립 수락;;;;;;;;;;;x
gtfo_BIF_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
gtfo_BLO_title;발루치스탄 독립 수락;;;;;;;;;;;x
gtfo_BLO_desc;지금껏 잘 해왔지만, 이제 그들을 놓아줄 때인 것 같습니다.;;;;;;;;;;;x
