CODE;ENGLISH;;;;;;;;;;;x
commhigh_gp;공산진영 중점: 무장 높음, 경제 낮음;;;;;;;;;;;x
commmedium_gp;공산진영 중점: 무장 중간, 경제 중간;;;;;;;;;;;x
commlow_gp;공산진영 중점: 무장 낮음, 경제 높음;;;;;;;;;;;x
commhigh;공산진영 중점: 무장 높음, 경제 낮음;;;;;;;;;;;x
commmedium;공산진영 중점: 무장 중간, 경제 중간;;;;;;;;;;;x
commlow;공산진영 중점: 무장 낮음, 경제 높음;;;;;;;;;;;x
commhigh_title;공산진영 중점: 무장 높음, 경제 낮음;;;;;;;;;;;x
commmedium_title;공산진영 중점: 무장 중간, 경제 중간;;;;;;;;;;;x
commlow_title;공산진영 중점: 무장 낮음, 경제 높음;;;;;;;;;;;x
commhigh_desc;공산진영 중점: 무장 높음, 경제 낮음;;;;;;;;;;;x
commmedium_desc;공산진영 중점: 무장 중간, 경제 중간;;;;;;;;;;;x
commlow_desc;공산진영 중점: 무장 낮음, 경제 높음;;;;;;;;;;;x
changecommbloc_desc;동구권은 북대서양 조약기구 회원국들이 공산국가인 중유럽과 동유럽(일반적으로 소비에트 연방과 바르샤바 조약의 회원국)을 지칭했던 이름입니다. 공산진영과 소비에트 진영이라는 용어는 용어도 소련과 제휴한 국가들의 집단을 나타내지만, 동구권과 달리 유럽 외부의 공산주의 국가들도 포함합니다.;;;;;;;;;;;x
changecommbloc_title;공산진영 중점 변경;;;;;;;;;;;x
EVT_8023300_NAME;$YEAR$년 $PARTY$ 대회;;;;;;;;;;;x
EVT_8023300_DESC;$COUNTRY$ 일부 지도부가 전통적인 공산주의에서 벗어나기 시작했습니다. 우리가 한동안 이러한 수정주의적 요소들을 숙청해왔음에도, 어떤 이들은 서구권의 성공을 은근히 부러워합니다. 이제 이러한 잡상들을 정리하고 $COUNTRY$의 사회주의 낙원 달성을 위해 진지하게 논의할 때입니다. 대체로, 이것에 대한 세 가지 생각이 있습니다. 1)현행 유지, 2)자유 시장 개혁을 채택, 3)또는 제한적으로 민주적 요소 채택. 전에 인민들을 모아 물어본적도 있었으나, "자본주의 사회의 민주주의는 상류층만을 위한 민주주의"라는 경고를 받았었습니다.;;;;;;;;;;;x
EVT_8023300_A;변화할 때다.;;;;;;;;;;;x
EVT_8023301_NAME;정화;;;;;;;;;;;x
