CODE;ENGLISH;;;;;;;;;;;;x;
us_ussr_timer;최근 진영 초월 공동계획 진행;;;;;;;;;;;;x;
coexistence_pledge;세계혁명 포기;;;;;;;;;;;;x;
coexistence_pledge_title;마르크스주의자들의 세계혁명 포기;;;;;;;;;;;;x;
coexistence_pledge_desc;세계혁명은 노동자 계층의 혁명적 행동을 통해 모든 나라의 자본주의를 타도한다는 마르크스주의적 개념입니다. 대부분의 학파에서 계급투쟁의 국제적 성격은 일국사회주의의 실패를 설명하는 비판적 요소입니다.\n\n[SUB_A7]Y따라서 세계혁명을 철회하는 것은 데당트(긴장 완화)를 위한 필수적인 선행 조건입니다.[SUB_A7]W;;;;;;;;;;;;x;
cultural_outreach;진영 초월 문화 봉사;;;;;;;;;;;;x;
cultural_outreach_title;동서 간의 문화 홍보 착수;;;;;;;;;;;;x;
cultural_outreach_desc;미국의 교류 사업은 소련과의 냉전 동안 중요한 역할을 했습니다. 봉쇄의 아버지로 알려진 냉전의 핵심 인물 조지 케네넌은 문화를 국가간의 부정적인 정서를 줄이는 방법으로 여겼습니다. 미국과 소련 간의 문화 교류 사업의 예로는 연극, 박물관, 오페라 전시회가 있습니다. 표면적으로는 비정치적인 이같은 문화적 교류는 긴장을 완화하고 소련인의 시각에서 서방을 "인간화"하는 데 도움을 주었습니다.;;;;;;;;;;;;x;
space_meeting;진영 초월 우주 협력;;;;;;;;;;;;x;
space_meeting_title;진영 초월 우주 협력 착수;;;;;;;;;;;;x;
space_meeting_desc;1970년 10월, 소비에트 과학 학회는 우주에서의 협력을 제안하는 미국 항공우주국의 서한에 응하여 기술적인 세부 사항을 논의하기 위한 회의를 열었습니다. 미 행정부는 이 계획을 열렬히 지지한다는 견해를 미국 항공우주국에 밝혔습니다. "사실, 나는 당신이 모스크바의 동료들에게 대통령이 당신을 이 임무에 참가하도록 보냈다고 말해 주었으면 합니다." 1972년 4월, 미국과 소련은 1975년 아폴로호유즈 실험 프로젝트의 개시를 약속하면서 '평화 용도의 외부 공간 탐색 및 사용에 관한 협력에 관한 협정'에 서명했습니다.;;;;;;;;;;;;x;
open_market;상대 초강대국의 수출에 맞설 경제 개방;;;;;;;;;;;;x;
open_market_title;상대 초강대국의 수출에 맞설 경제 개방;;;;;;;;;;;;x;
open_market_desc;두 진영 모두 수많은 미개발 자원과 거대한 산업기반을 보유하고 있습니다. 이것은 우리가 무역을 시작할 수 있는 많은 경제적 잠재력을 제공하며, 상호 의존을 통해 전쟁을 억제할 수도 있습니다.;;;;;;;;;;;;x;
research_partnership;진영 초월 합동 연구;;;;;;;;;;;;x;
research_partnership_title;진영 초월 동반 연구 제안;;;;;;;;;;;;x;
research_partnership_desc;냉전과 그에 따른 경쟁적인 연구는 어느 때보다도 강력한 연구 과학 단지를 만들어냈습니다. 비록 대부분의 개발은 비밀로 하고 있지만, 과학이나 저명한 연구실에서 첩보를 통해 개발이 빨리 유출된다는 것은 공공연한 사실입니다. 이러한 현실을 받아들이고 비군사적 기술개발에 있어서 경쟁 진영과 공식적으로 협력한다면, 우리 이념의 우월성을 보여주는 동시에 인류 전반을 발전시킬 수 있을 것입니다.;;;;;;;;;;;;x;
joint_nuclear_controls;초강대국간의 합동 핵실험 감독;;;;;;;;;;;;x;
joint_nuclear_controls_title;초강대국간의 합동 핵실험 감독 제안;;;;;;;;;;;;x;
joint_nuclear_controls_desc;1977년 10월, 미국, 영국, 소련은 핵실험 금지 협상을 재개했습니다. 세 핵보유국은 1970년대 후반 평화적 핵폭발의 일시적인 금지를 포함하여 모든 핵실험에 대한 금지 조항에 동의하면서 주목할만한 진전을 이루었지만, 규정 준수 방식에 대한 계속되는 의견 불일치는 1981년 로널드 레이건 대통령의 대통령 취임을 앞두고 협상을 종식시켰습니다. 1985년 소련 지도자 미하일 고르바초프는 일방적인 시험 모라토리엄(중단)을 발표했고, 1986년 12월 레이건 대통령은 포괄적인 핵실험 금지라는 장기적인 목표를 추구하겠다는 미국의 약속을 재확인했습니다. 1987년 11월에 핵실험 금지 협상이 재개되었고, 1987년 12월에는 지하 핵실험 탐지 연구를 위한 미국-소련 간의 공동사업이 뒤따랐습니다.;;;;;;;;;;;;x;
open_borders;상대 초강대국에 국경 개방;;;;;;;;;;;;x;
open_borders_title;상대 초강대국에 국경 개방 시작;;;;;;;;;;;;x;
open_borders_desc;러시아 혁명 이후 공산주의 세계와 자본주의 세계 사이의 여행은 금지의 대상이었습니다. 그러나 마르크스주의적 세계혁명 개념이 주류인 공산주의 세계에서 자본주의에 대한 적대감이 사상 최저 수준으로 낮아지면서, 진영 간의 벽을 허물어야 할 때가 온 것 같습니다.;;;;;;;;;;;;x;
joint_aid;초강대국 간의 국제지원계획 협력;;;;;;;;;;;;x;
start_joint_aid_title;초강대국 간의 국제지원계획 협력 착수;;;;;;;;;;;;x;
start_joint_aid_desc;1987년 8월 소련은 관세 및 무역에 관한 일반협정에 참관국 자격을 공식적으로 요청했습니다. 동시에 다른 경제기구들로의 합류와 여러 지역기구들과의 접촉을 희망했습니다. 1988년에는 소련이 유럽 경제공동체와 관계 정상화 협약을 체결하면서 큰 진전이 있었습니다. 소련 정부는 그러면서도 한편으로는 세계은행이나 국제통화기금에 가입하는데는 관심이 없다고 공언했습니다. 소련 관료들은 국제통화체계를 제대로 관리하지 않았다고 주장하며 두 기관 모두 회원국의 통화를 자유롭게 환전할 수 있어야 하며 회원국들이 금 판매와 경제 성과에 대한 정확한 정보를 제공해야 한다고 요구했습니다.;;;;;;;;;;;;x;
receive_joint_aid;초강대국 금융 지원;;;;;;;;;;;;x;
receive_joint_aid_title;초강대국 금융 지원 요청;;;;;;;;;;;;x;
receive_joint_aid_desc;초강대국 간의 데탕트(긴장 완화)는 우리가 다른 초강대국에게 통화원조를 모색할 수 있는 새로운 기회를 열어 주었습니다. 다만 우리나라와 상대 초강대국의 관계가 좋아야 합니다.;;;;;;;;;;;;x;
EVT_8023420_NAME;세계혁명 종료;;;;;;;;;;;;x;
