CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;;x;;;;;;;;;;;;;;;;
aiib_member;아시아 인프라 투자은행 가맹국;Member of the Asian Infrastructure Investment Bank;;;;;;;;x;;;;;;;;;;;;;
aiib_chairmanship;아시아 인프라 투자은행 의장국;Holder of the Asian Infrastructure Investment Bank Chairmanship;;;;;;;;x;;;;;;;;;;;;;
formtheaiib_title;아시아 인프라 투자은행 설립;Establish the Asian Infrastructure Investment Bank;;;;;;;;x;;;;;;;;;;;;;
formtheaiib_desc;아시아 인프라 투자은행은 21세기에 착안된 다자개발은행입니다. 창립국들은 참여 과정을 통해 핵심 철학, 원칙, 정책, 가치 체계, 운영 플랫폼을 개발합니다. 은행의 재단은 기존 다자개발은행과 민간 부문의 경험을 바탕으로 구축되었습니다. 이 회사의 운영 방식은 작고 효율적인 관리 팀과 고도로 숙련된 직원들 덕분에 윤리적인 조직이며, 환경을 존중하는 기관입니다. 아시아 인프라 투자은행은 지배구조, 책임성, 금융, 조달, 환경 및 사회적 틀에 대한 강력한 정책을 수립할 것입니다.;The Asian Infrastructure Investment Bank (AIIB) is a multilateral development bank (MDB) conceived for the 21st century. Through a participatory process, its founding members are developing its core philosophy, principles, policies, value system and operating platform. The Bank's foundation is built on the lessons of experience of existing MDBs and the private sector. Its modus operandi will be lean, clean and green: lean, with a small efficient management team and highly skilled staff; clean, an ethical organization with zero tolerance for corruption; and green, an institution built on respect for the environment. The AIIB will put in place strong policies on governance, accountability, financial, procurement and environmental and social frameworks.;;;;;;;;x;;;;;;;;;;;;;
jointheaiib_title;아시아 인프라 투자은행 가맹;Join the Asian Infrastructure Investment Bank;;;;;;;;x;;;;;;;;;;;;;
jointheaiib_desc;아시아 인프라 투자은행은 21세기에 착안된 다자개발은행입니다. 창립국들은 참여 과정을 통해 핵심 철학, 원칙, 정책, 가치 체계, 운영 플랫폼을 개발합니다. 은행의 재단은 기존 다자개발은행과 민간 부문의 경험을 바탕으로 구축되었습니다. 이 회사의 운영 방식은 작고 효율적인 관리 팀과 고도로 숙련된 직원들 덕분에 윤리적인 조직이며, 환경을 존중하는 기관입니다. 아시아 인프라 투자은행은 지배구조, 책임성, 금융, 조달, 환경 및 사회적 틀에 대한 강력한 정책을 수립할 것입니다.;The Asian Infrastructure Investment Bank (AIIB) is a multilateral development bank (MDB) conceived for the 21st century. Through a participatory process, its founding members are developing its core philosophy, principles, policies, value system and operating platform. The Bank's foundation is built on the lessons of experience of existing MDBs and the private sector. Its modus operandi will be lean, clean and green: lean, with a small efficient management team and highly skilled staff; clean, an ethical organization with zero tolerance for corruption; and green, an institution built on respect for the environment. The AIIB will put in place strong policies on governance, accountability, financial, procurement and environmental and social frameworks.;;;;;;;;x;;;;;;;;;;;;;
leavetheaiib_title;아시아 인프라 투자은행 탈퇴;Leave the Asian Infrastructure Investment Bank;;;;;;;;x;;;;;;;;;;;;;
leavetheaiib_desc;아시아 인프라 투자은행은 21세기에 착안된 다자개발은행입니다. 창립국들은 참여 과정을 통해 핵심 철학, 원칙, 정책, 가치 체계, 운영 플랫폼을 개발합니다. 은행의 재단은 기존 다자개발은행과 민간 부문의 경험을 바탕으로 구축되었습니다. 이 회사의 운영 방식은 작고 효율적인 관리 팀과 고도로 숙련된 직원들 덕분에 윤리적인 조직이며, 환경을 존중하는 기관입니다. 아시아 인프라 투자은행은 지배구조, 책임성, 금융, 조달, 환경 및 사회적 틀에 대한 강력한 정책을 수립할 것입니다.;The Asian Infrastructure Investment Bank (AIIB) is a multilateral development bank (MDB) conceived for the 21st century. Through a participatory process, its founding members are developing its core philosophy, principles, policies, value system and operating platform. The Bank's foundation is built on the lessons of experience of existing MDBs and the private sector. Its modus operandi will be lean, clean and green: lean, with a small efficient management team and highly skilled staff; clean, an ethical organization with zero tolerance for corruption; and green, an institution built on respect for the environment. The AIIB will put in place strong policies on governance, accountability, financial, procurement and environmental and social frameworks.;;;;;;;;x;;;;;;;;;;;;;
aiibhigh;아시아 인프라 투자은행 원조 많음;High Asian Infrastructure Investment Bank Aid;;;;;;;;x;;;;;;;;;;;;;
aiibmedium;아시아 인프라 투자은행 원조 보통;Medium Asian Infrastructure Investment Bank Aid;;;;;;;;x;;;;;;;;;;;;;
aiiblow;아시아 인프라 투자은행 원조 적음;Low Asian Infrastructure Investment Bank Aid;;;;;;;;x;;;;;;;;;;;;;
changeaiib_title;아시아 인프라 투자은행 원조 수준 조정;Change Asian Infrastructure Investment Bank Aid Levels;;;;;;;;;;;;x
changeaiib_desc;아시아 인프라 투자은행의 의장국이므로 원조 수준을 우리나라의 경제적 필요에 맞게 바꿀 수 있습니다.;Since we are the chairman of the Asian Infrastructure Investment Bank, perhaps we should use that power to change the Asian Infrastructure Investment Bank aid level to better suit our country's economic needs?;;;;;;;;;;;;x
aiiblow_title;아시아 인프라 투자은행 원조 수준 낮음;Low Asian Infrastructure Investment Bank Aid Levels;;;;;;;;;;;;x
aiibmedium_title;아시아 인프라 투자은행 원조 수준 중간;Medium Asian Infrastructure Investment Bank Aid Levels;;;;;;;;;;;;x
aiibhigh_title;아시아 인프라 투자은행 원조 수준 높음;High Asian Infrastructure Investment Bank Aid Levels;;;;;;;;;;;;x
aiiblow_desc;낮은 수준의 원조는 가맹국들의 경제에 도움을 거의 주지 못할 것입니다.;Low Asian Infrastructure Investment Bank Aid Levels to the AIIB members will not help their economy much.;;;;;;;;;;;;x
aiibmedium_desc;보통 수준의 원조는 가맹국들의 경제에 도움을 조금밖에 주지 못할 것입니다.;Medium Asian Infrastructure Investment Bank Aid Levels to the AIIB members will help their economy a little.;;;;;;;;;;;;x
aiibhigh_desc;높은 수준의 원조는 가맹국들의 경제에 도움을 많이 줄 것입니다.;High Asian Infrastructure Investment Bank Aid Levels to the AIIB members will help their economy a lot.;;;;;;;;;;;;x
aiibhigh_gp;아시아 인프라 투자은행 원조 수준 높음(채권국);High Asian Infrastructure Investment Bank Aid Levels (Creditor Nation);;;;;;;;;;;;x
aiibmedium_gp;아시아 인프라 투자은행 원조 수준 중간(채권국);Medium Asian Infrastructure Investment Bank Aid Levels (Creditor Nation);;;;;;;;;;;;x
aiiblow_gp;아시아 인프라 투자은행 원조 수준 낮음(채권국);Low Asian Infrastructure Investment Bank Aid Levels (Creditor Nation);;;;;;;;;;;;x
industrial_pop_boom;산업화 이후의 인구 급증;Post Industrialisation Population Boom;;;;;;;;;;;;x
