CODE;ENGLISH;;;;;;;;;;;x
#LOADING_DATABASES;Loading Databases...;;;;;;;;;;;x
planned_economy1_l;준계획경제;;;;;;;;;;;x
stable_genius;안정적인 천재;;;;;;;;;;;x
planned_economy1;준계획경제;;;;;;;;;;;x
planned_economy1_desc;정부가 상품과 서비스의 생산과 소비에 대해 거의 모든 결정을 내립니다.;;;;;;;;;;;x
changecommonwealth_title;영연방 중점 변경;;;;;;;;;;;x
changecommonwealth_desc;우리 군주께서 영연방의 최고 통치자이시므로, 영연방의 의제를 무역, 민주주의, 사회주의, 비간섭주의 함양으로 설정할 수 있습니다.;;;;;;;;;;;x
commonwealthoption1_title;영연방끼리의 긴밀한 교역 증진;;;;;;;;;;;x
commonwealthoption1_desc;영연방에 속한 국가끼리 긴밀한 무역관계를 촉진해 더 많은 자유무역협정을 맺음으로서 우리 기업들이 힘을 얻습니다.;;;;;;;;;;;x
nuclear_fuel_factory;원자력 발전소;;;;;;;;;;;x
nuclear_fuel_factory_desc;원자력은 열을 발생시키기 위해 원자력 에너지를 방출하는 핵 반응을 사용하면서 생기는 에너지로, 주로 원자력 발전소에서 증기 터빈에 사용되어 전기를 생산합니다.;;;;;;;;;;;x
commonwealthoption2_title;영연방 민주주의 함양;;;;;;;;;;;x
commonwealthoption2_desc;영연방의 민주주의를 함양해 회원국들이 더 개방적이고 책임감 있는 정부를 가지도록 돕습니다.;;;;;;;;;;;x
commonwealthoption3_title;영연방 인권 및 복지 함양;;;;;;;;;;;x
commonwealthoption3_desc;영연방의 인권과 복지를 함양해 회원국들이 진정으로 시민들을 돌보는 더 인도적인 정부를 갖도록 돕습니다.;;;;;;;;;;;x
commonwealthoption4_title;영연방 비간섭주의 함양;;;;;;;;;;;x
commonwealthoption4_desc;영연방의 비간섭주의를 함양해 격동적인 국제주의의 역풍과 내정간접에게서 회원국들을 보호합니다.;;;;;;;;;;;x
commonwealthoption1;영연방 무역 중점;;;;;;;;;;;x
commonwealthoption2;영연방 민주주의 중점;;;;;;;;;;;x
commonwealthoption3;영연방 사회주의 중점;;;;;;;;;;;x
commonwealthoption4;영연방 비간섭주의 중점;;;;;;;;;;;x
defcon1;전투준비태세 1;;;;;;;;;;;x
defcon2;전투준비태세 2;;;;;;;;;;;x
defcon3;전투준비태세 3;;;;;;;;;;;x
defcon4;전투준비태세 4;;;;;;;;;;;x
defcon5;전투준비태세 5;;;;;;;;;;;x
exportfocus;수출지향 경제 중점;;;;;;;;;;;x
importsubstitutionfocus;수입대체 산업화 중점;;;;;;;;;;;x
nuclear_nation;핵무기 보유국;;;;;;;;;;;x
sar_status;특별행정구;;;;;;;;;;;x
commonwealth;영연방;;;;;;;;;;;x
sar_status_desc;50년 동안만 지속하는 특별한 체제입니다.;;;;;;;;;;;x
joincommonwealth_title;영연방 가입;;;;;;;;;;;x
joincommonwealth_desc;영연방은 53개 회원국의 정부 간 기구로, 대부분이 옛 대영제국의 영토에 해당합니다. 영연방은 '영연방 사무국'을 통해 조직된 '회원국 및 영연방 재단'을 통해 조직된 비정부기구의 정부간 합의를 통해서 운영됩니다. 영연방은 20세기 중반으로 거슬러 올라갑니다. 영연방은 1949년 회원국을 "자유롭고 평등하다"고 규정하고 자치를 강화한 런던 선언을 통해 공식적으로 구성됐습니다. 그들의 상징은 영연방 수장인 엘리자베스 2세 여왕이며, 여왕은 영연방 왕국으로 알려진 영연방 16명의 군주이기도 합니다. 영연방 왕국에 해당하지 않는 영연방 회원국들은 각기 다른 국가원수를 가지고 있습니다(32개 회원국들은 공화국이고 5개국은 다른 군주를 가진 군주국입니다.) 회원국은 서로에게 법적 의무가 없습니다. 대신에, 그들은 언어, 역사, 문화, 그리고 민주주의, 인권, 그리고 법치라는 공유된 가치들을 통해 단결합니다. 이 가치들은 영연 방헌장에 등재되어 있으며 4년마다 열리는 영연방 게임을 통해 홍보되고 있습니다.;;;;;;;;;;;x
formthecommonwealth_title;영연방 창설;;;;;;;;;;;x
formthecommonwealth_desc;영연방은 53개 회원국의 정부 간 기구로, 대부분이 옛 대영제국의 영토에 해당합니다. 영연방은 '영연방 사무국'을 통해 조직된 '회원국 및 영연방 재단'을 통해 조직된 비정부기구의 정부간 합의를 통해서 운영됩니다. 영연방은 20세기 중반으로 거슬러 올라갑니다. 영연방은 1949년 회원국을 "자유롭고 평등하다"고 규정하고 자치를 강화한 런던 선언을 통해 공식적으로 구성됐습니다. 그들의 상징은 영연방 수장인 엘리자베스 2세 여왕이며, 여왕은 영연방 왕국으로 알려진 영연방 16명의 군주이기도 합니다. 영연방 왕국에 해당하지 않는 영연방 회원국들은 각기 다른 국가원수를 가지고 있습니다(32개 회원국들은 공화국이고 5개국은 다른 군주를 가진 군주국입니다.) 회원국은 서로에게 법적 의무가 없습니다. 대신에, 그들은 언어, 역사, 문화, 그리고 민주주의, 인권, 그리고 법치라는 공유된 가치들을 통해 단결합니다. 이 가치들은 영연 방헌장에 등재되어 있으며 4년마다 열리는 영연방 게임을 통해 홍보되고 있습니다.;;;;;;;;;;;x
leavecommonwealth_title;영연방 탈퇴;;;;;;;;;;;x
leavecommonwealth_desc;영연방은 53개 회원국의 정부 간 기구로, 대부분이 옛 대영제국의 영토에 해당합니다. 영연방은 '영연방 사무국'을 통해 조직된 '회원국 및 영연방 재단'을 통해 조직된 비정부기구의 정부간 합의를 통해서 운영됩니다. 영연방은 20세기 중반으로 거슬러 올라갑니다. 영연방은 1949년 회원국을 "자유롭고 평등하다"고 규정하고 자치를 강화한 런던 선언을 통해 공식적으로 구성됐습니다. 그들의 상징은 영연방 수장인 엘리자베스 2세 여왕이며, 여왕은 영연방 왕국으로 알려진 영연방 16명의 군주이기도 합니다. 영연방 왕국에 해당하지 않는 영연방 회원국들은 각기 다른 국가원수를 가지고 있습니다(32개 회원국들은 공화국이고 5개국은 다른 군주를 가진 군주국입니다.) 회원국은 서로에게 법적 의무가 없습니다. 대신에, 그들은 언어, 역사, 문화, 그리고 민주주의, 인권, 그리고 법치라는 공유된 가치들을 통해 단결합니다. 이 가치들은 영연 방헌장에 등재되어 있으며 4년마다 열리는 영연방 게임을 통해 홍보되고 있습니다.;;;;;;;;;;;x
commonwealthmember;영연방 회원국;;;;;;;;;;;x
commonwealthmembereng;영연방 맹주;;;;;;;;;;;x
un_resolution_veto;국제연합 결의안에 거부권 행사;;;;;;;;;;;x
un_resolution_veto;국제연합 결의안에 거부권 행사;;;;;;;;;;;x
decolonialize;탈식민지화;;;;;;;;;;;x
peace_mission;평화 임무;;;;;;;;;;;x
internationalism;국제주의 함양;;;;;;;;;;;x
lusophone_cultures;루소폰;;;;;;;;;;;x
south_asian_indian;인도;;;;;;;;;;;x
south_asian_pakistani;파키스탄;;;;;;;;;;;x
european_east_slavic;동슬라브;;;;;;;;;;;x
european_south_slavic;남슬라브;;;;;;;;;;;x
european_west_slavic;체코슬라비아;;;;;;;;;;;x
european_dutch_cultures;네덜란드;;;;;;;;;;;x
european_germanic_cultures;독일;;;;;;;;;;;x
pending_nationalize;국유화 보류;;;;;;;;;;;x
demographic_mennonites;메노파 하위문화;;;;;;;;;;;x
demographic_romani;로마니펜;;;;;;;;;;;x
united_nations_observer_member;국제연합 참관국;;;;;;;;;;;x
imfhigh_NEWS_TITLE;국제통화기금 고금리 설정;;;;;;;;;;;x
imfhigh_NEWS_SHORT;국제통화기금 의장은 변화하는 경제 환경을 더 잘 반영하기 위해 금리에 변화가 있을 것이라고 발표했습니다. 경제학자들은 금리가 상당히 높을 것이며 이것이 국가 서비스(복지 등)를 제공하기 위해 국제통화기금의 대출에 의존하는 국가들에게 심각한 결과를 초래할 것이라고 말합니다. 그들은 또한 부채가 많은 국가들이 긴축 조치를 취하는 상황을 바라야 한다고 지적합니다.;;;;;;;;;;;x
imfhigh_NEWS_MEDIUM;국제통화기금 의장은 변화하는 경제 환경을 더 잘 반영하기 위해 금리에 변화가 있을 것이라고 발표했습니다. 경제학자들은 금리가 상당히 높을 것이며 이것이 국가 서비스(복지 등)를 제공하기 위해 국제통화기금의 대출에 의존하는 국가들에게 심각한 결과를 초래할 것이라고 말합니다. 그들은 또한 부채가 많은 국가들이 긴축 조치를 취하는 상황을 바라야 한다고 지적합니다.;;;;;;;;;;;x
imfhigh_NEWS_LONG;국제통화기금 의장은 변화하는 경제 환경을 더 잘 반영하기 위해 금리에 변화가 있을 것이라고 발표했습니다. 경제학자들은 금리가 상당히 높을 것이며 이것이 국가 서비스(복지 등)를 제공하기 위해 국제통화기금의 대출에 의존하는 국가들에게 심각한 결과를 초래할 것이라고 말합니다. 그들은 또한 부채가 많은 국가들이 긴축 조치를 취하는 상황을 바라야 한다고 지적합니다.;;;;;;;;;;;x
imfmedium_NEWS_TITLE;국제통화기금 중간금리 설정;;;;;;;;;;;x
imfmedium_NEWS_SHORT;국제통화기금 의장은 변화하는 경제 환경을 더 잘 반영하기 위해 금리에 변화가 있을 것이라고 발표했습니다. 경제학자들은 금리가 평범할 것이며 이것이 국가 서비스(복지 등)를 제공하기 위해 국제통화기금의 대출에 의존하는 국가들에게는 별 영향을 주지 않을 것이라고 말합니다. 그들은 또한 부채가 많은 국가들이 긴축 조치를 취하는 상황을 바라서는 안된다고 지적합니다.;;;;;;;;;;;x
imfmedium_NEWS_MEDIUM;국제통화기금 의장은 변화하는 경제 환경을 더 잘 반영하기 위해 금리에 변화가 있을 것이라고 발표했습니다. 경제학자들은 금리가 평범할 것이며 이것이 국가 서비스(복지 등)를 제공하기 위해 국제통화기금의 대출에 의존하는 국가들에게는 별 영향을 주지 않을 것이라고 말합니다. 그들은 또한 부채가 많은 국가들이 긴축 조치를 취하는 상황을 바라서는 안된다고 지적합니다.;;;;;;;;;;;x
imfmedium_NEWS_LONG;국제통화기금 의장은 변화하는 경제 환경을 더 잘 반영하기 위해 금리에 변화가 있을 것이라고 발표했습니다. 경제학자들은 금리가 평범할 것이며 이것이 국가 서비스(복지 등)를 제공하기 위해 국제통화기금의 대출에 의존하는 국가들에게는 별 영향을 주지 않을 것이라고 말합니다. 그들은 또한 부채가 많은 국가들이 긴축 조치를 취하는 상황을 바라서는 안된다고 지적합니다.;;;;;;;;;;;x
imflow_NEWS_TITLE;국제통화기금 저금리 설정!;;;;;;;;;;;x
imflow_NEWS_SHORT;국제통화기금 의장은 변화하는 경제 환경을 더 잘 반영하기 위해 금리에 변화가 있을 것이라고 발표했습니다. 경제학자들은 금리가 상당히 낮을 것이며 이것이 국가 서비스(복지 등)를 제공하기 위해 국제통화기금의 대출에 의존하는 국가들에게는 긍정적인 영향을 줄 것이라고 말합니다. 그들은 또한 부채가 많은 국가들이 긴축 조치를 끝내고 더 많은 돈을 써야 한다고 지적합니다.;;;;;;;;;;;x
imflow_NEWS_MEDIUM;국제통화기금 의장은 변화하는 경제 환경을 더 잘 반영하기 위해 금리에 변화가 있을 것이라고 발표했습니다. 경제학자들은 금리가 상당히 낮을 것이며 이것이 국가 서비스(복지 등)를 제공하기 위해 국제통화기금의 대출에 의존하는 국가들에게는 긍정적인 영향을 줄 것이라고 말합니다. 그들은 또한 부채가 많은 국가들이 긴축 조치를 끝내고 더 많은 돈을 써야 한다고 지적합니다.;;;;;;;;;;;x
imflow_NEWS_LONG;국제통화기금 의장은 변화하는 경제 환경을 더 잘 반영하기 위해 금리에 변화가 있을 것이라고 발표했습니다. 경제학자들은 금리가 상당히 낮을 것이며 이것이 국가 서비스(복지 등)를 제공하기 위해 국제통화기금의 대출에 의존하는 국가들에게는 긍정적인 영향을 줄 것이라고 말합니다. 그들은 또한 부채가 많은 국가들이 긴축 조치를 끝내고 더 많은 돈을 써야 한다고 지적합니다.;;;;;;;;;;;x
