CODE;ENGLISH;;;;;;;;;;;;x;
space_station_invention;Space Station;;;;;;;;;;;;x;
space_station_invention_desc;A space station, also known as an orbital station or an orbital space station, is a spacecraft capable of supporting a human crew in orbit for an extended period of time that lacks major propulsion or landing systems. Stations must have docking ports to allow other spacecraft to dock to transfer crew and supplies.;;;;;;;;;;;;x;
space_docking;Orbital Docking;;;;;;;;;;;;x;
space_docking_desc;A space rendezvous is a set of orbital maneuvers during which two spacecraft, one of which is often a space station, arrive at the same orbit and approach to a very close distance. Rendezvous requires a precise match of the orbital velocities and position vectors of the two spacecraft, allowing them to remain at a constant distance through orbital station-keeping. Rendezvous may or may not be followed by docking or berthing, procedures which bring the spacecraft into physical contact and create a link between them.;;;;;;;;;;;;x;
spacewalk;Space Suit;;;;;;;;;;;;x;
spacewalk_desc;A space suit is a garment worn to keep a human alive in the harsh environment of outer space, vacuum and temperature extremes. Space suits are often worn inside spacecraft as a safety precaution in case of loss of cabin pressure, and are necessary for extravehicular activity (EVA), work done outside spacecraft.;;;;;;;;;;;;x;
man_in_orbit;Human Spaceflight Technology;;;;;;;;;;;;x;
man_in_orbit_desc;Human spaceflight is spaceflight with a crew or passengers aboard a spacecraft. Spacecraft carrying people may be operated directly, by human crew, or it may be either remotely operated from ground stations on Earth or be autonomous, able to carry out a specific mission with no human involvement.;;;;;;;;;;;;x;
sequence_assembly;서열조립;;;;;;;;;;;;x;
space_capable_icbm;1세대 대륙간탄도미사일;;;;;;;;;;;;x;
space_capable_icbm_desc;초기 대륙간탄도미사일은 정밀도가 제한적이어서 도시 등 최대 크기의 목표물에 대해서만 사용하기에 적합했습니다. 그러한 최대 표적들은 '안전한' 기본적 선택지로 여겨져 공격하기 어려운 위치에 대한 억제력을 유지하도록 만들었습니다. 군사 목표물에 대한 공격(특히 강화된 공격)은 여전히 더 정밀한 유인 폭격기의 사용을 요구했습니다.;;;;;;;;;;;;x;
second_generation_icbm;2세대 대륙간탄도미사일;;;;;;;;;;;;x;
second_generation_icbm_desc;2세대 및 3세대 대륙간탄도미사일은 최소 크기의 목표물도 성공적으로 공격할 수 있을 정도로 정밀도를 획기적으로 향상시켰습니다.;;;;;;;;;;;;x;
third_generation_icbm;3세대 대륙간탄도미사일;;;;;;;;;;;;x;
third_generation_icbm_desc;2세대 및 3세대 대륙간탄도미사일은 최소 크기의 목표물도 성공적으로 공격할 수 있을 정도로 정밀도를 획기적으로 향상시켰습니다.;;;;;;;;;;;;x;
modern_gas_weaponry;현대 화학무기;;;;;;;;;;;;x;
modern_gas_weaponry_desc;현대 화학무기는 도시를 향해 발사할 로켓에 독성물질을 싣지 않고도 전장의 적군에 보다 효과적으로 독성 물질을 전달할 수 있는 소형 무기입니다.;;;;;;;;;;;;x;
post_ww2_infantry;제2차 세계대전 이후 보병;;;;;;;;;;;;x;
post_ww2_infantry_desc;제2차 세계대전의 경험을 통해 얻은 교훈 덕분에 전후 보병 교리가 크게 발전했습니다.;;;;;;;;;;;;x;
guerrilla_tactics;유격작전;;;;;;;;;;;;x;
guerrilla_tactics_desc;해외 반군을 지휘하는 기술은 숙달하기 어렵지만 한번 배우면 우리 보병의 역량을 크게 향상시키는 기술입니다.;;;;;;;;;;;;x;
infantry_diversification;보병 다각화;;;;;;;;;;;;x;
infantry_diversification_desc;제1차 세계대전 이후 전투 방식이 변화하면서 보병들이 단순한 소총병에서 기관총병이나 대전차화기병 등 다른 종류의 보병으로 이동하는 전문화 추세가 점차 강해지고 있습니다.;;;;;;;;;;;;x;
new_generation_infantry;차세대 보병;;;;;;;;;;;;x;
new_generation_infantry_desc;차세대 보병은 디지털기술을 사용하여 전투 기술을 향상시킵니다.;;;;;;;;;;;;x;
modern_weapon_integration;무기 통합;;;;;;;;;;;;x;
modern_weapon_integration_desc;현대식 무기는 규격화되며 사용자 정의가 가능하므로 다양한 작동 요구사항을 지원할 수 있습니다.;;;;;;;;;;;;x;
special_operations_command;특수작전사령부 ;;;;;;;;;;;;x;
special_operations_command_desc;특수작전사령부는 군대의 다양한 지부들이 서로의 활동을 더 잘 조정할 수 있도록 도와줍니다.;;;;;;;;;;;;x;
climate_resistant_arms;기후저항무기;;;;;;;;;;;;x;
climate_resistant_arms_desc;새로운 재료의 개발을 통해 현대 무기들이 날씨 영향에 덜 민감하게 만들 수 있습니다.;;;;;;;;;;;;x;
infantry_of_the_future;미래 보병;;;;;;;;;;;;x;
infantry_of_the_future_desc;미래의 보병은 일부가 인간, 일부가 기계입니다. 그들은 초인적인 민첩성과 힘을 얻기 위해 외골격을 사용합니다.;;;;;;;;;;;;x;
post_war_tanks;전후 전차;;;;;;;;;;;;x;
post_war_tanks_desc;1950년대 초의 전차는 속도와 화력이 기존보다 뛰어납니다.;;;;;;;;;;;;x;
the_main_battle_tank;1세대 주력전차;;;;;;;;;;;;x;
the_main_battle_tank_desc;주력전차는 빠른 속도, 적당한 화력, 가벼운 무장이 특징인 다용도 전차입니다.;;;;;;;;;;;;x;
anti_mbt_weapons;대주력전차무기;;;;;;;;;;;;x;
anti_mbt_weapons_desc;대주력전차무기는 빠르게 움직이는 주력전차를 타격할 수 있도록 특별히 설계됐습니다.;;;;;;;;;;;;x;
tank_missiles;전차미사일;;;;;;;;;;;;x;
tank_missiles_desc;전차에 장착된 미사일은 이동식 대전차미사일 역할을 할 수 있습니다.;;;;;;;;;;;;x;
anti_tank_missilesw;대전차미사일;;;;;;;;;;;;x;
anti_tank_missilesw_desc;대전차미사일은 현대식 전차의 무장을 더쉽게 무력화합니다.;;;;;;;;;;;;x;
the_second_generation_tank;2세대 주력전차;;;;;;;;;;;;x;
the_second_generation_tank_desc;기존의 주력전차 설계를 더 나은 사양으로 최신화합니다.;;;;;;;;;;;;x;
anti_second_generation_tank;2세대 대주력전차무기;;;;;;;;;;;;x;
anti_second_generation_tank_desc;2세대 대주력전차무기는 빠르게 움직이는 주력전차를 타격하는 데 더 좋습니다.;;;;;;;;;;;;x;
the_third_generation_tank;3세대 주력전차;;;;;;;;;;;;x;
the_third_generation_tank_desc;더 나은 사양을 갖춘 2세대 주력전차 설계의 최신판입니다.;;;;;;;;;;;;x;
anti_third_generation_tank;3세대 대주력전차무기;;;;;;;;;;;;x;
anti_third_generation_tank_desc;3세대 대주력전차무기는 빠르게 움직이는 주력전차를 타격하는 데 더 좋습니다.;;;;;;;;;;;;x;
21st_gen_tank_warfare;21세기형 전차전술;;;;;;;;;;;;x;
21st_gen_tank_warfare_desc;현대식 전차 관련 전술로 전투지원, 대포, 전차의 성능이 높아졌습니다.;;;;;;;;;;;;x;
mounted_combat_system_invention;기갑전투장비;;;;;;;;;;;;x;
mounted_combat_system_desc;이동형기갑차량을 이용하면 군인들이 고속으로 이동하면서 싸울 수 있습니다.;;;;;;;;;;;;x;
late_21st_century_tanks;미래 전차;;;;;;;;;;;;x;
