CODE;ENGLISH;;;;;;;;;;;;x;
nuclear_power_ge_title;국내 원자력 발전 시행;;;;;;;;;;;;x;
nuclear_power_ge_desc;원자력 발전은 원자력 에너지를 방출하는 핵 반응을 이용해 전기를 생산합니다. 이 용어는 핵분열, 핵 붕괴, 핵융합을 포함합니다. 주로 주기율표의 악티니드족에 속하는 원소들의 핵분열이 가장 많은 에너지를 생산합니다.;;;;;;;;;;;;x;
wind_power_ge_title;국내 풍력 발전 시행;;;;;;;;;;;;x;
wind_power_ge_desc;풍력 발전은 풍력 터빈을 통하여 공기의 흐름을 이용해 전기를 생산합니다. 화석 연료의 대안으로 여겨지는 풍력 발전은 재료가 풍부하며, 재생 가능하고, 깨끗하고, 온실 가스 배출이 없으며, 물을 소비하지 않으며, 토지를 거의 사용하지 않습니다.;;;;;;;;;;;;x;
solar_energy_ge_title;국내 태양열 발전 시행;;;;;;;;;;;;x;
solar_energy_ge_desc;태양열 발전은 태양 난방, 광학, 태양 열 에너지, 태양 건축, 인공 광합성과 같은 다양한 진화하는 기술을 사용하여 전기를 생산합니다. 능동 태양 기술은 에너지를 이용하기 위한 광전계, 집중태양광 및 태양열 온수기의 사용을 포함합니다.;;;;;;;;;;;;x;
bioenergy_ge_title;국내 생물 에너지 활용 시행;;;;;;;;;;;;x;
bioenergy_ge_desc;생물 에너지는 생물학적인 자원에서 파생된 물질로 이용할 수 있는 재생 에너지로, 나무, 목재 폐기물, 짚, 거름, 사탕수수, 그리고 다양한 농업 공정에서 나오는 많은 부산물들을 포함합니다. 좁은 의미로는 생물 연료와 동의어이며, 넓은 의미로는 그와 관련된 사회, 경제, 과학 및 기술 분야를 포함합니다.;;;;;;;;;;;;x;
fusion_power_ge_title;국내 핵융합 발전 시행;;;;;;;;;;;;x;
fusion_power_ge_desc;핵융합 발전은 더 무거운 핵을 형성하기 위해 두 개의 가벼운 원자핵을 융합시켜 에너지를 방출하는 핵융합 반응을 이용해 전기를 생산합니다. 핵융합 반응은 보통 섭씨 수백만도까지 가열된 중수소 및 삼중수소의 혈장에서 발생합니다. 전력 공급원으로서 핵융합은 핵분열보다 몇 가지 이론적인 이점을 가지고 있습니다.;;;;;;;;;;;;x;
geothermal_energy_ge_title;국내 지열 발전 시행;;;;;;;;;;;;x;
geothermal_energy_ge_desc;지열 발전은 비용에 비해 효율이 좋고, 안정적이며, 지속 가능하고, 환경 친화적인 지열을 이용해 전기를 생산합니다. 역사적으로 지열 발전은 지각판 경계 근처에서만 가능했으나, 최근의 기술 발전으로 광범위한 활용이 가능해지고 있습니다. ;;;;;;;;;;;;x;
new_climate_deal_timer;최근 기후변화 정상회담 개최;;;;;;;;;;;;x;
new_climate_deal_title;기후변화 정상회담 개최 제안;;;;;;;;;;;;x;
new_climate_deal_1_title;기후변화 정상회담 개최 제안;;;;;;;;;;;;x;
new_climate_deal_1_desc;지구 온도의 상승을 막고 지구온난화의 파장을 지연하기 위해 기후변화 정상회담을 제안할 수 있습니다. 회담의 성패는 세계 각국 정부의 이해관계와 이념에 좌우됩니다.;;;;;;;;;;;;x;
new_climate_deal_desc;지구 온도의 상승을 막고 지구온난화의 파장을 지연하기 위해 기후변화 정상회담을 제안할 수 있습니다. 회담의 성패는 세계 각국 정부의 이해관계와 이념에 좌우됩니다.;;;;;;;;;;;;x;
EVTDESC1411120;$YEAR$년, 기후 변화 위기를 해결하기 위해 기후변화 정상회담이 열렸습니다. 회담은 국제연합의 후원을 받아 세계 거의 모든 국가가 참석하여 이산화탄소 배출 통제량의 상당한 증가와 여러 형태의 환경오염의 감소를 제안했으며, 향후 수십년 간의 기후 변화 대처 지침을 제시했습니다.;;;;;;;;;;;;x;
join_ipcc_title;기후변화에 관한 정부간 패널 참여;;;;;;;;;;;;x;
join_ipcc_desc;기후변화에 관한 정부간 패널은 기후 변화와 기후 변화의 정치적 경제적 영향에 대한 객관적이고 과학적인 견해를 세계에 제공하는 임무를 전담합니다. 1988년 세계기상기구와 국제연합 환경계획의 두 기구에서 처음 설립됐으며, 이후 결의안 43/53을 통해 유엔 총회에서 승인됐습니다. IPCC는 기후변화에 관한 주요 국제협약인 국제연합 기후변화협약을 지지하는 보고서를 생산합니다. 국제연합 기후변화협약의 최종 목표는 '기후체계에 대한 위험한 인공적 간섭을 방지하는 수준에서 대기 중의 온실 가스 농도를 안정화하는 것'입니다. 기후변동에 관한 정부간 패널 보고서는 '인간으로 인한 기후 변화 위험의 과학적 근거, 잠재적 영향 및 적응과 완화를 위한 선택사항 이해와 관련된 과학적, 기술적, 사회 경제적 정보를 다룬다'고 설명합니다.;;;;;;;;;;;;x;
EVTDESC1411100;찰스 데이비드 켈링은 자신이 개발한 장비를 사용하여 하와이와 남극에서 체계적인 이산화탄소 측정을 시작했습니다. 이산화탄소 농도가 상승하고 있다는 최초의 명확한 증거를 제공한 이 계획은 현재도 진행중입니다.;;;;;;;;;;;;x;
