CODE;ENGLISH;;;;;;;;;;;x
USA;The United States;;;;;;;;;;;x
RUS_proletarian_dictatorship;소비에트 사회주의 공화국 연방;;;;;;;;;;;x
hms_government1;입헌군주제;;;;;;;;;;;x
hms_government;입헌군주제;;;;;;;;;;;x
ABU_1162;아부다비;;;;;;;;;;;x
AFG_1209;파슈투니스탄;;;;;;;;;;;x
AFG_1214;서부 아프가니스탄;;;;;;;;;;;x
AFG_1217;동부 아프가니스탄;;;;;;;;;;;x
ALD_1704;틀렘센;;;;;;;;;;;x
ALD_1708;콩스탕틴;;;;;;;;;;;x
ALD_1713;중북부 사하라;;;;;;;;;;;x
ALD_1714;중서부 사하라;;;;;;;;;;;x
ALD_1718;중동부 사하라;;;;;;;;;;;x
ANN_1371;통킹;;;;;;;;;;;x
ANN_1374;안남;;;;;;;;;;;x
ANN_1383;남보;;;;;;;;;;;x
ARG_2355;부에노스아이레스;;;;;;;;;;;x
ARG_2357;코리엔테스;;;;;;;;;;;x
ARG_2360;엔트레리오스;;;;;;;;;;;x
ARG_2363;산타페;;;;;;;;;;;x
ARG_2368;후후이;;;;;;;;;;;x
ARG_2374;카타마르카;;;;;;;;;;;x
ARG_2377;차코;;;;;;;;;;;x
ARG_2384;라팜파;;;;;;;;;;;x
ARG_2387;투쿠만;;;;;;;;;;;x
ARG_2391;북부 파타고니아;;;;;;;;;;;x
ARG_2393;네그루;;;;;;;;;;;x
ARG_2398;남부 파타고니아;;;;;;;;;;;x
ASH_1909;골드코스트;;;;;;;;;;;x
AST_1097;누벨칼레도니;;;;;;;;;;;x
AST_2244;크리스마스 및 코코스;;;;;;;;;;;x
AST_2454;피지;;;;;;;;;;;x
AST_2527;키리바시;;;;;;;;;;;x
AST_2528;남부 뉴기니;;;;;;;;;;;x
AST_2534;솔로몬;;;;;;;;;;;x
AST_2535;바누아투;;;;;;;;;;;x
AST_2539;북부 솔로몬;;;;;;;;;;;x
AST_801;폴리네시아;;;;;;;;;;;x
ATJ_1405;아체;;;;;;;;;;;x
AUS_2538;보이보디나;;;;;;;;;;;x
AUS_612;티롤;;;;;;;;;;;x
AUS_613;케른텐-슈타이어마르크;;;;;;;;;;;x
AUS_619;오스트리아;;;;;;;;;;;x
