CODE;ENGLISH;;;;;;;;;;;;x;
market_communist_focus;[SUB_A7]Y시장사회주의자[SUB_A7]W 애당심;;;;;;;;;;;;x;
market_communist_focus_short;[SUB_A7]Y시장사회주의자[SUB_A7]W 애당심;;;;;;;;;;;;x;
centrist_focus;[SUB_A7]Y중도주의자[SUB_A7]W 애당심;;;;;;;;;;;;x;
centrist_focus_short;[SUB_A7]Y중도주의자[SUB_A7]W 애당심;;;;;;;;;;;;x;
market_communist_ngo_focus;[SUB_A7]Y시장사회주의자[SUB_A7]W 운영 비정부기구 지원!;;;;;;;;;;;;x;
market_communist_ngo_focus_short;[SUB_A7]Y시장사회주의자[SUB_A7]W 운영 비정부기구 지원!;;;;;;;;;;;;x;
centrist_ngo_focus;[SUB_A7]Y중도주의자[SUB_A7]W 운영 비정부기구 지원!;;;;;;;;;;;;x;
centrist_ngo_focus_short;[SUB_A7]Y중도주의자[SUB_A7]W 운영 비정부기구 지원!;;;;;;;;;;;;x;
naturalization_l;귀화;;;;;;;;;;;;x;
public_education_l;공교육;;;;;;;;;;;;x;
no_meetings_l;불법;;;;;;;;;;;;x;
limited_meetings_l;허가증 필요;;;;;;;;;;;;x;
free_meetings_l;제한 없음;;;;;;;;;;;;x;
public_meetings;Public Meetings;;;;;;;;;;;;x;
no_meetings;불법;;;;;;;;;;;;x;
limited_meetings;허가증 필요;;;;;;;;;;;;x;
free_meetings;제한 없음;;;;;;;;;;;;x;
no_meetings_desc;공공 집회를 전면 금지합니다.;;;;;;;;;;;;x;
limited_meetings_desc;허가를 받은 경우에 한하여 시위를 제외한 공공 결사를 허락합니다.;;;;;;;;;;;;x;
free_meetings_desc;공공 집회를 전면 허용합니다.;;;;;;;;;;;;x;
EVT_4431_NAME;탈세속화;;;;;;;;;;;;x;
EVT_4431_DESC;새 집권정부는 통치에 있어서의 종교의 존재에 대한 규제를 완화해왔습니다. 법원의 판사들은 전통적인 도덕성에 입각해 판결을 내리기 시작했고, 예산은 종교기관에 대한 지출을 더 많이 포함하기 시작했습니다. 선교사 및 종교단체의 국가후원법이 입법됨에 따라, 오래된 정교분리 체제가 마침내 끝났다고 말할 수 있습니다.[SUB_A7]b;;;;;;;;;;;;x;
EVT_4431_A;우리나라의 일부를 되찾았다.;;;;;;;;;;;;x;
EVT_4432_NAME;정교분리;;;;;;;;;;;;x;
